OBJECT_ID,TOP_TRAFFIC_ACCIDENT_OFFENSE,DRIVER_ACTION
71179,ACCIDENT,LANE VIOLATION
71182,ACCIDENT,CARELESS DRIVING
71180,ACCIDENT,EXCEED SAFE/POSTED SPEED
90989,POLICE,OTHER
90729,ACCIDENT,EXCEED SAFE/POSTED SPEED
71181,ACCIDENT,EXCEED SAFE/POSTED SPEED
71183,ACCIDENT,EXCEED SAFE/POSTED SPEED
71184,ACCIDENT,EXCEED SAFE/POSTED SPEED
71276,ACCIDENT,CARELESS DRIVING
71190,ACCIDENT,EXCEED SAFE/POSTED SPEED
71185,ACCIDENT,  
71186,ACCIDENT,DISREGARD STOP SIGN
90730,ACCIDENT,CARELESS DRIVING
71187,ACCIDENT,CARELESS DRIVING
71188,ACCIDENT,CARELESS DRIVING
90731,ACCIDENT,CARELESS DRIVING
71191,ACCIDENT,OTHER
71189,ACCIDENT,OTHER
71194,ACCIDENT,CARELESS DRIVING
71193,HIT & RUN,EXCEED SAFE/POSTED SPEED
71192,ACCIDENT,CARELESS DRIVING
71284,HIT & RUN,OTHER
71195,ACCIDENT,FOLLOWED TOO CLOSELY
71272,ACCIDENT,OTHER
90739,ACCIDENT,CARELESS DRIVING
71273,HIT & RUN,  
71274,ACCIDENT,EXCEED SAFE/POSTED SPEED
71275,ACCIDENT,CARELESS DRIVING
71278,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
71277,ACCIDENT,CARELESS DRIVING
71280,ACCIDENT,EXCEED SAFE/POSTED SPEED
71281,ACCIDENT,OTHER
71282,ACCIDENT,OTHER
71283,ACCIDENT,OTHER
71285,ACCIDENT,EXCEED SAFE/POSTED SPEED
90741,ACCIDENT,CARELESS DRIVING
71287,ACCIDENT,CARELESS DRIVING
71288,ACCIDENT,CARELESS DRIVING
90742,HIT & RUN,CARELESS DRIVING
71289,HIT & RUN,CARELESS DRIVING
71290,ACCIDENT,OTHER
71291,ACCIDENT,LANE VIOLATION
71292,ACCIDENT,FOLLOWED TOO CLOSELY
71293,ACCIDENT,EXCEED SAFE/POSTED SPEED
71294,ACCIDENT,FAILED TO STOP AT SIGNAL
90743,HIT & RUN,  
71295,HIT & RUN,  
71296,ACCIDENT,OTHER
71298,ACCIDENT,EXCEED SAFE/POSTED SPEED
71279,HIT & RUN,OTHER
71299,ACCIDENT,FOLLOWED TOO CLOSELY
71379,ACCIDENT,LANE VIOLATION
71380,ACCIDENT,FOLLOWED TOO CLOSELY
71382,ACCIDENT,CARELESS DRIVING
90830,ACCIDENT,LANE VIOLATION
96065,ACCIDENT,OTHER
71383,ACCIDENT,CARELESS DRIVING
71385,ACCIDENT,FAILED TO YIELD ROW
71384,ACCIDENT,FAILED TO YIELD ROW
71386,ACCIDENT,CARELESS DRIVING
90831,ACCIDENT,IMPROPER TURN
71388,HIT & RUN,  
71387,ACCIDENT,CARELESS DRIVING
71389,ACCIDENT,OTHER
71390,ACCIDENT,FOLLOWED TOO CLOSELY
71391,ACCIDENT,CARELESS DRIVING
90832,ACCIDENT,FAILED TO STOP AT SIGNAL
71392,ACCIDENT,FAILED TO STOP AT SIGNAL
71394,ACCIDENT,CARELESS DRIVING
71393,HIT & RUN,OTHER
71381,ACCIDENT,LANE VIOLATION
71395,ACCIDENT,FAILED TO YIELD ROW
90833,ACCIDENT,FOLLOWED TOO CLOSELY
71397,ACCIDENT,FOLLOWED TOO CLOSELY
71401,ACCIDENT,FOLLOWED TOO CLOSELY
71399,DUI/DUID,CARELESS DRIVING
71400,ACCIDENT,FOLLOWED TOO CLOSELY
71402,ACCIDENT,CARELESS DRIVING
71403,ACCIDENT,OTHER
70057,HIT & RUN,OTHER
71404,ACCIDENT,CARELESS DRIVING
71484,ACCIDENT,FAILED TO YIELD ROW
71485,DUI/DUID,CARELESS DRIVING
71486,ACCIDENT,CARELESS DRIVING
71904,ACCIDENT,  
90843,ACCIDENT,LANE VIOLATION
71487,ACCIDENT,RECKLESS DRIVING
71488,ACCIDENT,IMPROPER TURN
71490,ACCIDENT,CARELESS DRIVING
71489,ACCIDENT,CARELESS DRIVING
71491,ACCIDENT,FOLLOWED TOO CLOSELY
90844,HIT & RUN,OTHER
71492,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
71494,HIT & RUN,CARELESS DRIVING
71495,HIT & RUN,CARELESS DRIVING
71503,ACCIDENT,CARELESS DRIVING
90845,HIT & RUN,TURNED FROM WRONG LANE OR POSITION
71496,DUI/DUID,CARELESS DRIVING
71497,ACCIDENT,CARELESS DRIVING
71505,ACCIDENT,  
71498,ACCIDENT,FOLLOWED TOO CLOSELY
71499,ACCIDENT,EXCEED SAFE/POSTED SPEED
71500,ACCIDENT,CARELESS DRIVING
71501,ACCIDENT,FOLLOWED TOO CLOSELY
71801,HIT & RUN,CARELESS DRIVING
90846,ACCIDENT,  
71502,ACCIDENT,FOLLOWED TOO CLOSELY
71504,HIT & RUN,FOLLOWED TOO CLOSELY
90921,HIT & RUN,CARELESS DRIVING
71506,ACCIDENT,FAILED TO STOP AT SIGNAL
71507,ACCIDENT,FAILED TO YIELD ROW
71508,ACCIDENT,LANE VIOLATION
71509,ACCIDENT,FOLLOWED TOO CLOSELY
71510,HIT & RUN,CARELESS DRIVING
71511,ACCIDENT,CARELESS DRIVING
69939,ACCIDENT,OTHER
69940,ACCIDENT,OTHER
69942,ACCIDENT,FAILED TO YIELD ROW
69943,ACCIDENT,CARELESS DRIVING
69950,ACCIDENT,OTHER
69944,ACCIDENT,LANE VIOLATION
69945,ACCIDENT,FAILED TO YIELD ROW
69946,ACCIDENT,FOLLOWED TOO CLOSELY
69947,ACCIDENT,CARELESS DRIVING
69957,HIT & RUN,  
69948,HIT & RUN,CARELESS DRIVING
90990,ACCIDENT,IMPROPER TURN
69949,HIT & RUN,OTHER
91518,HIT & RUN,  
91519,HIT & RUN,CARELESS DRIVING
69951,HIT & RUN,CARELESS DRIVING
69954,HIT & RUN,CARELESS DRIVING
69952,ACCIDENT,FOLLOWED TOO CLOSELY
69953,ACCIDENT,CARELESS DRIVING
69955,ACCIDENT,LANE VIOLATION
69956,ACCIDENT,IMPROPER TURN
69958,ACCIDENT,LANE VIOLATION
91520,HIT & RUN,CARELESS DRIVING
96233,SBI,CARELESS DRIVING
69959,HIT & RUN,CARELESS DRIVING
69960,ACCIDENT,LANE VIOLATION
69961,ACCIDENT,FAILED TO YIELD ROW
69962,HIT & RUN,  
91521,DUI/DUID,CARELESS DRIVING
69963,ACCIDENT,FAILED TO YIELD ROW
69964,HIT & RUN,CARELESS DRIVING
69965,HIT & RUN,OTHER
96235,ACCIDENT,LANE VIOLATION
70053,HIT & RUN,  
70044,DUI/DUID,CARELESS DRIVING
91632,DUI/DUID,CARELESS DRIVING
70045,DUI/DUID,RECKLESS DRIVING
91614,DUI/DUID,CARELESS DRIVING
70046,HIT & RUN,CARELESS DRIVING
70048,HIT & RUN,CARELESS DRIVING
70047,DUI/DUID,CARELESS DRIVING
70051,HIT & RUN,  
70049,ACCIDENT,OTHER
70050,HIT & RUN,LANE VIOLATION
91615,ACCIDENT,DISREGARD STOP SIGN
70056,ACCIDENT,FOLLOWED TOO CLOSELY
70052,ACCIDENT,CARELESS DRIVING
70054,ACCIDENT,CARELESS DRIVING
70055,ACCIDENT,FAILED TO YIELD ROW
91616,ACCIDENT,FAILED TO YIELD ROW
70058,ACCIDENT,OTHER
70059,HIT & RUN,FOLLOWED TOO CLOSELY
70060,ACCIDENT,CARELESS DRIVING
70061,HIT & RUN,OTHER
91617,ACCIDENT,FAILED TO YIELD ROW
70062,ACCIDENT,FOLLOWED TOO CLOSELY
70063,ACCIDENT,LANE VIOLATION
70064,ACCIDENT,FAILED TO YIELD ROW
70065,DUI/DUID,CARELESS DRIVING
70066,ACCIDENT,IMPROPER TURN
91618,ACCIDENT,CARELESS DRIVING
70067,ACCIDENT,FAILED TO STOP AT SIGNAL
70068,HIT & RUN,  
70069,ACCIDENT,FAILED TO STOP AT SIGNAL
70070,HIT & RUN,CARELESS DRIVING
70151,HIT & RUN,CARELESS DRIVING
70071,ACCIDENT,CARELESS DRIVING
70150,ACCIDENT,RECKLESS DRIVING
70152,ACCIDENT,FAILED TO YIELD ROW
70153,ACCIDENT,  
70154,ACCIDENT,OTHER
70155,HIT & RUN,  
70156,HIT & RUN,CARELESS DRIVING
91631,ACCIDENT,OTHER
70157,HIT & RUN,OTHER
70158,ACCIDENT,CARELESS DRIVING
70159,DUI/DUID,CARELESS DRIVING
70160,DUI/DUID,FOLLOWED TOO CLOSELY
70161,DUI/DUID,CARELESS DRIVING
70266,HIT & RUN,CARELESS DRIVING
70162,HIT & RUN,DISREGARD STOP SIGN
70163,HIT & RUN,CARELESS DRIVING
70164,ACCIDENT,OTHER
70165,ACCIDENT,FOLLOWED TOO CLOSELY
91633,ACCIDENT,FOLLOWED TOO CLOSELY
70166,ACCIDENT,FOLLOWED TOO CLOSELY
70167,HIT & RUN,  
70170,HIT & RUN,CARELESS DRIVING
70169,ACCIDENT,FOLLOWED TOO CLOSELY
70168,ACCIDENT,FAILED TO YIELD ROW
91634,ACCIDENT,CARELESS DRIVING
70171,ACCIDENT,CARELESS DRIVING
70172,ACCIDENT,FAILED TO YIELD ROW
70173,ACCIDENT,CARELESS DRIVING
70174,SBI,FAILED TO STOP AT SIGNAL
70175,ACCIDENT,IMPROPER BACKING
91635,ACCIDENT,FAILED TO STOP AT SIGNAL
70176,ACCIDENT,FOLLOWED TOO CLOSELY
70255,ACCIDENT,FAILED TO STOP AT SIGNAL
70256,ACCIDENT,FOLLOWED TOO CLOSELY
70260,HIT & RUN,  
70257,ACCIDENT,EXCEED SAFE/POSTED SPEED
70258,ACCIDENT,IMPROPER TURN
70259,ACCIDENT,LANE VIOLATION
70261,HIT & RUN,  
70262,ACCIDENT,  
70263,ACCIDENT,LANE VIOLATION
91726,HIT & RUN,CARELESS DRIVING
96333,ACCIDENT,OTHER
91727,ACCIDENT,CARELESS DRIVING
70267,ACCIDENT,OTHER
70268,ACCIDENT,CARELESS DRIVING
70269,ACCIDENT,FOLLOWED TOO CLOSELY
70270,ACCIDENT,FAILED TO YIELD ROW
70271,HIT & RUN,IMPROPER BACKING
70272,HIT & RUN,LANE VIOLATION
91728,HIT & RUN,  
70273,ACCIDENT,FAILED TO YIELD ROW
70274,ACCIDENT,FOLLOWED TOO CLOSELY
70275,ACCIDENT,LANE VIOLATION
70276,HIT & RUN,FOLLOWED TOO CLOSELY
91729,HIT & RUN,LANE VIOLATION
70278,HIT & RUN,DISREGARD STOP SIGN
70277,ACCIDENT,FAILED TO YIELD ROW
70279,SBI,CARELESS DRIVING
70280,ACCIDENT,LANE VIOLATION
70281,SBI,FAILED TO YIELD ROW
70358,ACCIDENT,FAILED TO YIELD ROW
70359,DUI/DUID,LANE VIOLATION
70360,HIT & RUN,CARELESS DRIVING
70361,ACCIDENT,CARELESS DRIVING
91819,SBI,LANE VIOLATION
70362,ACCIDENT,IMPEDED TRAFFIC
70363,DUI/DUID,CARELESS DRIVING
70364,ACCIDENT,CARELESS DRIVING
70365,ACCIDENT,LANE VIOLATION
70367,HIT & RUN,OTHER
91820,ACCIDENT,FOLLOWED TOO CLOSELY
70368,ACCIDENT,FAILED TO YIELD ROW
70369,ACCIDENT,FOLLOWED TOO CLOSELY
70370,ACCIDENT,FOLLOWED TOO CLOSELY
70371,ACCIDENT,OTHER
91821,FATAL,RECKLESS DRIVING
70372,ACCIDENT,IMPROPER BACKING
70373,ACCIDENT,FOLLOWED TOO CLOSELY
70374,HIT & RUN,  
70376,ACCIDENT,CARELESS DRIVING
70375,HIT & RUN,OTHER
91822,ACCIDENT,FOLLOWED TOO CLOSELY
70377,ACCIDENT,FAILED TO YIELD ROW
70378,HIT & RUN,OTHER
70379,ACCIDENT,FOLLOWED TOO CLOSELY
70380,HIT & RUN,LANE VIOLATION
70381,ACCIDENT,OTHER
70382,HIT & RUN,CARELESS DRIVING
70383,HIT & RUN,  
70384,ACCIDENT,CARELESS DRIVING
70463,ACCIDENT,FOLLOWED TOO CLOSELY
70464,ACCIDENT,FOLLOWED TOO CLOSELY
70465,HIT & RUN,FOLLOWED TOO CLOSELY
70466,ACCIDENT,CARELESS DRIVING
70467,HIT & RUN,CARELESS DRIVING
70468,ACCIDENT,CARELESS DRIVING
91835,ACCIDENT,LANE VIOLATION
70469,ACCIDENT,IMPROPER TURN
70470,HIT & RUN,OTHER
70471,ACCIDENT,OTHER
70473,POLICE,OTHER
70472,ACCIDENT,LANE VIOLATION
91836,ACCIDENT,LANE VIOLATION
70474,ACCIDENT,CARELESS DRIVING
70477,HIT & RUN,OTHER
70475,ACCIDENT,FOLLOWED TOO CLOSELY
70476,ACCIDENT,FAILED TO YIELD ROW
70478,HIT & RUN,FOLLOWED TOO CLOSELY
91837,HIT & RUN,CARELESS DRIVING
70479,ACCIDENT,FOLLOWED TOO CLOSELY
70480,HIT & RUN,  
70481,ACCIDENT,DISREGARD STOP SIGN
70482,HIT & RUN,FAILED TO YIELD ROW
70483,ACCIDENT,LANE VIOLATION
70486,ACCIDENT,LANE VIOLATION
91838,HIT & RUN,OTHER
70484,ACCIDENT,IMPROPER BACKING
70485,ACCIDENT,  
70487,ACCIDENT,IMPROPER PASSING ON LEFT
70488,ACCIDENT,FOLLOWED TOO CLOSELY
70489,ACCIDENT,EXCEED SAFE/POSTED SPEED
91839,HIT & RUN,IMPROPER BACKING
70569,ACCIDENT,CARELESS DRIVING
70570,DUI/DUID,CARELESS DRIVING
90424,HIT & RUN,CARELESS DRIVING
70571,SBI,LANE VIOLATION
70572,DUI/DUID,CARELESS DRIVING
96347,POLICE,CARELESS DRIVING
70573,ACCIDENT,OTHER
70574,HIT & RUN,  
70679,HIT & RUN,  
70575,HIT & RUN,CARELESS DRIVING
70576,ACCIDENT,CARELESS DRIVING
70577,HIT & RUN,CARELESS DRIVING
70578,ACCIDENT,FOLLOWED TOO CLOSELY
70579,ACCIDENT,OTHER
70581,ACCIDENT,CARELESS DRIVING
70583,ACCIDENT,FAILED TO YIELD ROW
70584,ACCIDENT,FOLLOWED TOO CLOSELY
90329,POLICE,CARELESS DRIVING
70586,ACCIDENT,FOLLOWED TOO CLOSELY
70587,HIT & RUN,CARELESS DRIVING
70589,ACCIDENT,OTHER
70590,ACCIDENT,FAILED TO YIELD ROW
90342,HIT & RUN,CARELESS DRIVING
90330,ACCIDENT,FOLLOWED TOO CLOSELY
70591,HIT & RUN,CARELESS DRIVING
70592,ACCIDENT,FAILED TO YIELD ROW
90425,HIT & RUN,  
70594,ACCIDENT,FAILED TO YIELD ROW
70596,ACCIDENT,LANE VIOLATION
70675,HIT & RUN,  
70676,ACCIDENT,CARELESS DRIVING
70677,ACCIDENT,FAILED TO YIELD ROW
70678,ACCIDENT,FOLLOWED TOO CLOSELY
90423,HIT & RUN,OTHER
70681,ACCIDENT,FAILED TO STOP AT SIGNAL
70680,ACCIDENT,CARELESS DRIVING
70682,HIT & RUN,CARELESS DRIVING
70683,SBI,CARELESS DRIVING
70684,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
70685,ACCIDENT,OTHER
70686,ACCIDENT,FAILED TO YIELD ROW
70687,ACCIDENT,OTHER
96434,ACCIDENT,FAILED TO YIELD ROW
95395,ACCIDENT,  
70688,ACCIDENT,FOLLOWED TOO CLOSELY
70689,ACCIDENT,FOLLOWED TOO CLOSELY
70691,ACCIDENT,FOLLOWED TOO CLOSELY
70692,ACCIDENT,CARELESS DRIVING
70693,ACCIDENT,FAILED TO STOP AT SIGNAL
70694,ACCIDENT,LANE VIOLATION
70695,ACCIDENT,FOLLOWED TOO CLOSELY
70696,ACCIDENT,OTHER
70697,ACCIDENT,LANE VIOLATION
70699,ACCIDENT,LANE VIOLATION
70698,ACCIDENT,FOLLOWED TOO CLOSELY
70700,ACCIDENT,FAILED TO YIELD ROW
90439,HIT & RUN,CARELESS DRIVING
70777,ACCIDENT,FOLLOWED TOO CLOSELY
70010,HIT & RUN,  
90436,HIT & RUN,CARELESS DRIVING
70778,HIT & RUN,OTHER
70779,ACCIDENT,FOLLOWED TOO CLOSELY
70780,HIT & RUN,DISREGARD STOP SIGN
70781,HIT & RUN,FOLLOWED TOO CLOSELY
70782,HIT & RUN,IMPROPER BACKING
90437,ACCIDENT,IMPROPER BACKING
70788,HIT & RUN,IMPROPER BACKING
70783,ACCIDENT,FAILED TO STOP AT SIGNAL
70784,ACCIDENT,FAILED TO YIELD ROW
70785,HIT & RUN,CARELESS DRIVING
70786,ACCIDENT,OTHER IMPROPER TURNS
70787,ACCIDENT,CARELESS DRIVING
90438,ACCIDENT,FAILED TO STOP AT SIGNAL
70789,DUI/DUID,CARELESS DRIVING
70790,HIT & RUN,FAILED TO YIELD ROW
70791,ACCIDENT,LANE VIOLATION
70792,ACCIDENT,FOLLOWED TOO CLOSELY
70793,ACCIDENT,FOLLOWED TOO CLOSELY
70794,ACCIDENT,FOLLOWED TOO CLOSELY
70795,ACCIDENT,CARELESS DRIVING
70796,ACCIDENT,FOLLOWED TOO CLOSELY
70798,HIT & RUN,OTHER
70797,ACCIDENT,FOLLOWED TOO CLOSELY
90440,ACCIDENT,CARELESS DRIVING
70799,ACCIDENT,CARELESS DRIVING
70801,ACCIDENT,LANE VIOLATION
70800,ACCIDENT,LANE VIOLATION
70802,ACCIDENT,IMPROPER BACKING
90441,ACCIDENT,DISREGARD STOP SIGN
70803,ACCIDENT,OTHER
70882,ACCIDENT,CARELESS DRIVING
70883,ACCIDENT,DISREGARD STOP SIGN
70884,ACCIDENT,FAILED TO YIELD ROW
70885,ACCIDENT,IMPEDED TRAFFIC
70886,POLICE,CARELESS DRIVING
70887,ACCIDENT,FOLLOWED TOO CLOSELY
90531,ACCIDENT,CARELESS DRIVING
70888,ACCIDENT,FOLLOWED TOO CLOSELY
70889,HIT & RUN,  
70891,SBI,  
70892,ACCIDENT,FAILED TO STOP AT SIGNAL
90532,ACCIDENT,CARELESS DRIVING
70897,HIT & RUN,CARELESS DRIVING
70893,ACCIDENT,FOLLOWED TOO CLOSELY
70894,ACCIDENT,CARELESS DRIVING
70895,DUI/DUID,CARELESS DRIVING
70896,ACCIDENT,FAILED TO YIELD ROW
70898,ACCIDENT,FOLLOWED TOO CLOSELY
90534,HIT & RUN,IMPROPER BACKING
90533,ACCIDENT,FOLLOWED TOO CLOSELY
70899,HIT & RUN,LANE VIOLATION
70900,ACCIDENT,CARELESS DRIVING
70901,ACCIDENT,CARELESS DRIVING
70902,ACCIDENT,CARELESS DRIVING
70903,ACCIDENT,FOLLOWED TOO CLOSELY
70904,ACCIDENT,CARELESS DRIVING
70905,HIT & RUN,OTHER
90633,HIT & RUN,CARELESS DRIVING
90535,HIT & RUN,CARELESS DRIVING
70906,ACCIDENT,OTHER
70907,ACCIDENT,IMPROPER TURN
70995,HIT & RUN,CARELESS DRIVING
70908,HIT & RUN,CARELESS DRIVING
70987,DUI/DUID,CARELESS DRIVING
70988,HIT & RUN,CARELESS DRIVING
70989,DUI/DUID,CARELESS DRIVING
70991,FATAL,CARELESS DRIVING
70990,DUI/DUID,CARELESS DRIVING
71095,HIT & RUN,  
90629,ACCIDENT,OTHER
70992,ACCIDENT,FOLLOWED TOO CLOSELY
70741,HIT & RUN,CARELESS DRIVING
70993,ACCIDENT,FAILED TO STOP AT SIGNAL
70994,ACCIDENT,FOLLOWED TOO CLOSELY
90630,ACCIDENT,OTHER IMPROPER TURNS
70997,ACCIDENT,FAILED TO STOP AT SIGNAL
70998,ACCIDENT,FOLLOWED TOO CLOSELY
71000,ACCIDENT,OTHER
90631,ACCIDENT,LANE VIOLATION
71001,ACCIDENT,FAILED TO STOP AT SIGNAL
71002,ACCIDENT,IMPROPER TURN
71003,HIT & RUN,LANE VIOLATION
96451,ACCIDENT,FAILED TO YIELD ROW
71004,ACCIDENT,IMPROPER BACKING
71005,HIT & RUN,  
90632,ACCIDENT,FOLLOWED TOO CLOSELY
71006,ACCIDENT,FAILED TO YIELD ROW
71007,HIT & RUN,FAILED TO YIELD ROW
71008,ACCIDENT,CARELESS DRIVING
71009,ACCIDENT,LANE VIOLATION
71010,ACCIDENT,LANE VIOLATION
71011,ACCIDENT,FOLLOWED TOO CLOSELY
71012,ACCIDENT,FOLLOWED TOO CLOSELY
70366,ACCIDENT,DISREGARD STOP SIGN
71013,ACCIDENT,CARELESS DRIVING
71092,ACCIDENT,OTHER
71094,ACCIDENT,LANE VIOLATION
71093,ACCIDENT,CARELESS DRIVING
71096,HIT & RUN,CARELESS DRIVING
90644,HIT & RUN,CARELESS DRIVING
71097,ACCIDENT,FOLLOWED TOO CLOSELY
71098,HIT & RUN,OTHER
71435,HIT & RUN,CARELESS DRIVING
71338,HIT & RUN,IMPROPER TURN
71099,ACCIDENT,LANE VIOLATION
71101,ACCIDENT,FAILED TO YIELD ROW
71105,HIT & RUN,CARELESS DRIVING
71100,HIT & RUN,IMPROPER BACKING
90645,ACCIDENT,FAILED TO YIELD ROW
71102,ACCIDENT,FAILED TO YIELD ROW
71103,ACCIDENT,FAILED TO YIELD ROW
71104,ACCIDENT,DISREGARD STOP SIGN
71106,ACCIDENT,OTHER
71107,ACCIDENT,OTHER
90646,HIT & RUN,LANE VIOLATION
71109,ACCIDENT,CARELESS DRIVING
71108,HIT & RUN,CARELESS DRIVING
71111,ACCIDENT,FOLLOWED TOO CLOSELY
90647,ACCIDENT,CARELESS DRIVING
71114,ACCIDENT,CARELESS DRIVING
71115,ACCIDENT,IMPROPER BACKING
71116,ACCIDENT,CARELESS DRIVING
71117,HIT & RUN,OTHER
90648,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
71113,ACCIDENT,OTHER
71118,ACCIDENT,CARELESS DRIVING
71324,ACCIDENT,OTHER
71325,DUI/DUID,CARELESS DRIVING
90745,HIT & RUN,CARELESS DRIVING
71326,HIT & RUN,CARELESS DRIVING
71327,HIT & RUN,  
71328,HIT & RUN,  
94903,HIT & RUN,CARELESS DRIVING
71329,ACCIDENT,CARELESS DRIVING
90746,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
71331,HIT & RUN,OTHER
71330,SBI,  
71332,HIT & RUN,LANE VIOLATION
71333,HIT & RUN,CARELESS DRIVING
71334,ACCIDENT,CARELESS DRIVING
90747,ACCIDENT,LANE VIOLATION
71335,DUI/DUID,CARELESS DRIVING
71336,HIT & RUN,  
71337,HIT & RUN,LANE VIOLATION
71339,ACCIDENT,FOLLOWED TOO CLOSELY
90748,ACCIDENT,OTHER
71340,ACCIDENT,CARELESS DRIVING
71341,ACCIDENT,CARELESS DRIVING
71342,SBI,FAILED TO STOP AT SIGNAL
71344,HIT & RUN,OTHER
71343,ACCIDENT,FOLLOWED TOO CLOSELY
90824,HIT & RUN,CARELESS DRIVING
90991,ACCIDENT,CARELESS DRIVING
71345,ACCIDENT,FOLLOWED TOO CLOSELY
71346,ACCIDENT,CARELESS DRIVING
71347,ACCIDENT,LANE VIOLATION
71348,ACCIDENT,FAILED TO YIELD ROW
71349,ACCIDENT,FOLLOWED TOO CLOSELY
71429,HIT & RUN,CARELESS DRIVING
71430,ACCIDENT,FOLLOWED TOO CLOSELY
71431,HIT & RUN,CARELESS DRIVING
71432,ACCIDENT,CARELESS DRIVING
71433,HIT & RUN,CARELESS DRIVING
71434,ACCIDENT,DISREGARD STOP SIGN
94913,ACCIDENT,  
71437,HIT & RUN,RECKLESS DRIVING
90835,DUI/DUID,CARELESS DRIVING
71436,ACCIDENT,CARELESS DRIVING
91715,HIT & RUN,  
71439,HIT & RUN,CARELESS DRIVING
71438,ACCIDENT,FAILED TO YIELD ROW
71440,ACCIDENT,CARELESS DRIVING
71453,HIT & RUN,  
71454,HIT & RUN,CARELESS DRIVING
71441,HIT & RUN,  
90836,ACCIDENT,IMPROPER BACKING
71442,ACCIDENT,LANE VIOLATION
71443,ACCIDENT,  
69996,HIT & RUN,RECKLESS DRIVING
90837,HIT & RUN,LANE VIOLATION
71445,HIT & RUN,CARELESS DRIVING
71446,SBI,CARELESS DRIVING
71447,HIT & RUN,CARELESS DRIVING
71448,ACCIDENT,CARELESS DRIVING
71449,ACCIDENT,RECKLESS DRIVING
71450,SBI,FAILED TO STOP AT SIGNAL
91619,HIT & RUN,CARELESS DRIVING
90838,DUI/DUID,CARELESS DRIVING
71451,ACCIDENT,OTHER
69886,ACCIDENT,CARELESS DRIVING
71455,HIT & RUN,OTHER
69885,ACCIDENT,FAILED TO STOP AT SIGNAL
91508,ACCIDENT,  
69909,HIT & RUN,CARELESS DRIVING
69890,ACCIDENT,CARELESS DRIVING
90992,HIT & RUN,IMPROPER BACKING
69888,ACCIDENT,FOLLOWED TOO CLOSELY
69889,ACCIDENT,OTHER
91509,ACCIDENT,FAILED TO STOP AT SIGNAL
69894,HIT & RUN,CARELESS DRIVING
69892,DUI/DUID,CARELESS DRIVING
69893,HIT & RUN,RECKLESS DRIVING
69895,ACCIDENT,FAILED TO STOP AT SIGNAL
91510,HIT & RUN,  
69898,HIT & RUN,TURNED FROM WRONG LANE OR POSITION
69896,HIT & RUN,FOLLOWED TOO CLOSELY
69897,ACCIDENT,FOLLOWED TOO CLOSELY
70006,HIT & RUN,  
69899,HIT & RUN,CARELESS DRIVING
91511,ACCIDENT,FAILED TO YIELD ROW
69989,HIT & RUN,LANE VIOLATION
69901,HIT & RUN,CARELESS DRIVING
95007,ACCIDENT,DISREGARDED OTHER DEVICE
69906,HIT & RUN,CARELESS DRIVING
69902,ACCIDENT,LANE VIOLATION
69903,HIT & RUN,CARELESS DRIVING
69904,ACCIDENT,CARELESS DRIVING
91512,ACCIDENT,OTHER
69905,HIT & RUN,LANE VIOLATION
69907,ACCIDENT,FAILED TO YIELD ROW
69908,ACCIDENT,FOLLOWED TOO CLOSELY
91513,ACCIDENT,SIGNALING VIOLATION
69910,ACCIDENT,FOLLOWED TOO CLOSELY
69911,ACCIDENT,LANE VIOLATION
70007,HIT & RUN,  
91522,HIT & RUN,LANE VIOLATION
69991,HIT & RUN,  
69992,ACCIDENT,FAILED TO YIELD ROW
69993,ACCIDENT,FOLLOWED TOO CLOSELY
69994,HIT & RUN,FOLLOWED TOO CLOSELY
69995,HIT & RUN,  
91523,ACCIDENT,FOLLOWED TOO CLOSELY
69997,ACCIDENT,FOLLOWED TOO CLOSELY
69998,ACCIDENT,OTHER
69999,HIT & RUN,CARELESS DRIVING
70000,ACCIDENT,FAILED TO YIELD ROW
70001,ACCIDENT,FAILED TO YIELD ROW
91524,ACCIDENT,FAILED TO YIELD ROW
70002,HIT & RUN,CARELESS DRIVING
70003,ACCIDENT,OTHER
70004,ACCIDENT,OTHER
70005,ACCIDENT,FAILED TO YIELD ROW
91525,ACCIDENT,OTHER
70008,ACCIDENT,FAILED TO STOP AT SIGNAL
70009,HIT & RUN,LANE VIOLATION
91526,HIT & RUN,CARELESS DRIVING
70011,ACCIDENT,FAILED TO YIELD ROW
70012,ACCIDENT,FOLLOWED TOO CLOSELY
70013,ACCIDENT,FOLLOWED TOO CLOSELY
70014,ACCIDENT,FOLLOWED TOO CLOSELY
70015,ACCIDENT,FOLLOWED TOO CLOSELY
70095,HIT & RUN,CARELESS DRIVING
91527,ACCIDENT,FAILED TO YIELD ROW
70096,ACCIDENT,LANE VIOLATION
70097,ACCIDENT,FOLLOWED TOO CLOSELY
70098,DUI/DUID,CARELESS DRIVING
70099,DUI/DUID,CARELESS DRIVING
70100,HIT & RUN,OTHER
70212,HIT & RUN,IMPROPER TURN
70101,ACCIDENT,FAILED TO YIELD ROW
70102,ACCIDENT,CARELESS DRIVING
91620,ACCIDENT,FAILED TO YIELD ROW
70107,HIT & RUN,OTHER
70103,ACCIDENT,FOLLOWED TOO CLOSELY
